new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
691,training,training_ADE_train_00019880_t0_crop0,training_ADE_train_00019880,training_ADE_train_00019880_t0,2,256,120,512,240,rough dark cliff face with vertical striations,smooth deep blue water surface with gentle ripples,691.png,691.png,691.png,1.0,0.0,0.0
692,training,training_ADE_train_00019882_t0_crop0,training_ADE_train_00019882,training_ADE_train_00019882_t0,2,223,96,446,192,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,692.png,692.png,692.png,1.0,0.0,0.0
693,training,training_ADE_train_00019885_t0_crop0,training_ADE_train_00019885,training_ADE_train_00019885_t0,2,256,64,512,128,wet muddy ground with visible footprints,calm shallow water reflecting sky,693.png,693.png,693.png,1.0,0.0,0.0
694,training,training_ADE_train_00019885_t1_crop0,training_ADE_train_00019885,training_ADE_train_00019885_t1,2,256,195,512,390,wet muddy ground with visible footprints,dry cracked earth with sparse grass,694.png,694.png,694.png,1.0,0.0,0.0
695,training,training_ADE_train_00019885_t1_crop1,training_ADE_train_00019885,training_ADE_train_00019885_t1,2,117,187,234,374,wet muddy ground with visible footprints,dry cracked earth with sparse grass,695.png,695.png,695.png,1.0,0.0,0.0
696,training,training_ADE_train_00020092_t0_crop0,training_ADE_train_00020092,training_ADE_train_00020092_t0,2,84,153,168,306,dense green grass with scattered shadows,rough bark with deep grooves and ridges,696.png,696.png,696.png,1.0,0.0,0.0
697,validation,validation_ADE_val_00000233_t0_crop0,validation_ADE_val_00000233,validation_ADE_val_00000233_t0,2,256,176,512,352,rough weathered stone with visible cracks,dense green grass with scattered shadows,697.png,697.png,697.png,1.0,0.0,0.0
698,validation,validation_ADE_val_00000233_t1_crop0,validation_ADE_val_00000233,validation_ADE_val_00000233_t1,2,92,116,184,232,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,698.png,698.png,698.png,1.0,0.0,0.0
699,validation,validation_ADE_val_00000345_t0_crop0,validation_ADE_val_00000345,validation_ADE_val_00000345_t0,2,109,64,218,128,dense green grass with scattered shadows,gravel path with coarse dark stones,699.png,699.png,699.png,1.0,0.0,0.0
700,validation,validation_ADE_val_00000345_t0_crop1,validation_ADE_val_00000345,validation_ADE_val_00000345_t0,2,114,222,228,444,dense green grass with scattered shadows,gravel path with coarse dark stones,700.png,700.png,700.png,1.0,0.0,0.0
701,validation,validation_ADE_val_00000389_t1_crop0,validation_ADE_val_00000389,validation_ADE_val_00000389_t1,2,104,64,208,128,dense green grass with scattered shadows,smooth dark blue water surface,701.png,701.png,701.png,1.0,0.0,0.0
702,validation,validation_ADE_val_00000389_t3_crop0,validation_ADE_val_00000389,validation_ADE_val_00000389_t3,2,107,256,214,512,dark green tree foliage with dense canopy,dense green grass with scattered shadows,702.png,702.png,702.png,1.0,0.0,0.0
703,validation,validation_ADE_val_00000394_t0_crop0,validation_ADE_val_00000394,validation_ADE_val_00000394_t0,2,166,64,332,128,rough dark rock face with vertical striations,smooth wet sandy riverbed with swirling patterns,703.png,703.png,703.png,1.0,0.0,0.0
704,validation,validation_ADE_val_00000394_t0_crop1,validation_ADE_val_00000394,validation_ADE_val_00000394_t0,1,225,223,225,223,rough dark rock face with vertical striations,smooth wet sandy riverbed with swirling patterns,704.png,704.png,704.png,0.9976482311908321,0.00025909317389138014,0.0020926756352765323
705,validation,validation_ADE_val_00000402_t0_crop0,validation_ADE_val_00000402,validation_ADE_val_00000402_t0,1,503,272,503,272,dense green grass with scattered shadows,large leafy tree canopy with textured foliage,705.png,705.png,705.png,0.9660785288270378,0.000219272599695942,0.033702198573266284
706,validation,validation_ADE_val_00000625_t0_crop0,validation_ADE_val_00000625,validation_ADE_val_00000625_t0,2,157,124,314,248,dense green grass with scattered shadows,calm murky water with floating plants,706.png,706.png,706.png,1.0,0.0,0.0
707,validation,validation_ADE_val_00000625_t0_crop1,validation_ADE_val_00000625,validation_ADE_val_00000625_t0,2,256,80,512,160,dense green grass with scattered shadows,calm murky water with floating plants,707.png,707.png,707.png,1.0,0.0,0.0
708,validation,validation_ADE_val_00000625_t0_crop2,validation_ADE_val_00000625,validation_ADE_val_00000625_t0,2,132,144,264,288,dense green grass with scattered shadows,calm murky water with floating plants,708.png,708.png,708.png,1.0,0.0,0.0
709,validation,validation_ADE_val_00000625_t1_crop0,validation_ADE_val_00000625,validation_ADE_val_00000625_t1,2,256,133,512,266,dense green grass with scattered shadows,rough weathered stone with visible cracks,709.png,709.png,709.png,1.0,0.0,0.0
710,validation,validation_ADE_val_00000625_t1_crop1,validation_ADE_val_00000625,validation_ADE_val_00000625_t1,2,82,138,164,276,dense green grass with scattered shadows,rough weathered stone with visible cracks,710.png,710.png,710.png,1.0,0.0,0.0
711,validation,validation_ADE_val_00000733_t0_crop0,validation_ADE_val_00000733,validation_ADE_val_00000733_t0,1,566,291,566,291,rough sandstone arch with layered striations,dense green shrubbery with textured foliage,711.png,711.png,711.png,0.9656843102254927,2.4285696938787902e-05,0.03429140407756852
712,validation,validation_ADE_val_00000733_t0_crop1,validation_ADE_val_00000733,validation_ADE_val_00000733_t0,2,104,256,208,512,rough sandstone arch with layered striations,dense green shrubbery with textured foliage,712.png,712.png,712.png,1.0,0.0,0.0
713,validation,validation_ADE_val_00000918_t0_crop0,validation_ADE_val_00000918,validation_ADE_val_00000918_t0,2,132,132,264,264,wet dark volcanic rock with moss patches,lush green foliage with dense leaves,713.png,713.png,713.png,1.0,0.0,0.0
714,validation,validation_ADE_val_00000918_t0_crop1,validation_ADE_val_00000918,validation_ADE_val_00000918_t0,1,200,506,200,506,wet dark volcanic rock with moss patches,lush green foliage with dense leaves,714.png,714.png,714.png,0.9771442687747035,0.00015810276679841898,0.022697628458498025
715,validation,validation_ADE_val_00000918_t0_crop2,validation_ADE_val_00000918,validation_ADE_val_00000918_t0,2,256,129,512,258,wet dark volcanic rock with moss patches,lush green foliage with dense leaves,715.png,715.png,715.png,1.0,0.0,0.0
716,validation,validation_ADE_val_00000918_t0_crop3,validation_ADE_val_00000918,validation_ADE_val_00000918_t0,2,104,256,208,512,wet dark volcanic rock with moss patches,lush green foliage with dense leaves,716.png,716.png,716.png,1.0,0.0,0.0
717,validation,validation_ADE_val_00000918_t0_crop4,validation_ADE_val_00000918,validation_ADE_val_00000918_t0,2,172,168,344,336,wet dark volcanic rock with moss patches,lush green foliage with dense leaves,717.png,717.png,717.png,1.0,0.0,0.0
718,validation,validation_ADE_val_00000975_t0_crop0,validation_ADE_val_00000975,validation_ADE_val_00000975_t0,2,209,92,418,184,snow-covered mountain slope with sparse trees,dark reflective water surface with tree reflections,718.png,718.png,718.png,1.0,0.0,0.0
719,validation,validation_ADE_val_00000980_t0_crop0,validation_ADE_val_00000980,validation_ADE_val_00000980_t0,2,256,131,512,262,wet sandy beach with small ripples,green grassy dune with scattered shadows,719.png,719.png,719.png,1.0,0.0,0.0
720,validation,validation_ADE_val_00000986_t1_crop0,validation_ADE_val_00000986,validation_ADE_val_00000986_t1,2,136,104,272,208,dense green grass with scattered shadows,damp brown earth with sparse vegetation,720.png,720.png,720.png,1.0,0.0,0.0
721,validation,validation_ADE_val_00000986_t2_crop0,validation_ADE_val_00000986,validation_ADE_val_00000986_t2,2,250,86,500,172,damp brown earth with sparse vegetation,rough weathered stone with visible cracks,721.png,721.png,721.png,1.0,0.0,0.0
722,validation,validation_ADE_val_00001112_t0_crop0,validation_ADE_val_00001112,validation_ADE_val_00001112_t0,2,110,102,220,204,smooth wet sandy ground with ripples,dense green grass with scattered shadows,722.png,722.png,722.png,1.0,0.0,0.0
723,validation,validation_ADE_val_00001193_t2_crop0,validation_ADE_val_00001193,validation_ADE_val_00001193_t2,2,256,142,512,284,light beige ground with sparse grass,dense green grass with scattered shadows,723.png,723.png,723.png,1.0,0.0,0.0
724,validation,validation_ADE_val_00001193_t2_crop1,validation_ADE_val_00001193,validation_ADE_val_00001193_t2,2,256,191,512,382,light beige ground with sparse grass,dense green grass with scattered shadows,724.png,724.png,724.png,1.0,0.0,0.0
725,validation,validation_ADE_val_00001261_t1_crop0,validation_ADE_val_00001261,validation_ADE_val_00001261_t1,2,147,72,294,144,smooth wet sandy ground with ripples,calm deep blue ocean water,725.png,725.png,725.png,1.0,0.0,0.0
726,validation,validation_ADE_val_00001326_t0_crop0,validation_ADE_val_00001326,validation_ADE_val_00001326_t0,2,167,192,334,384,rough gray stone with mossy patches,green grass with scattered shadows,726.png,726.png,726.png,1.0,0.0,0.0
727,validation,validation_ADE_val_00001445_t1_crop0,validation_ADE_val_00001445,validation_ADE_val_00001445_t1,1,234,285,234,285,dense green grass with scattered shadows,calm dark water reflecting sky,727.png,727.png,727.png,0.9871944819313241,0.0001349527665317139,0.012670565302144249
728,validation,validation_ADE_val_00001490_t0_crop0,validation_ADE_val_00001490,validation_ADE_val_00001490_t0,2,256,101,512,202,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,728.png,728.png,728.png,1.0,0.0,0.0
729,validation,validation_ADE_val_00001490_t0_crop1,validation_ADE_val_00001490,validation_ADE_val_00001490_t0,2,121,64,242,128,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,729.png,729.png,729.png,1.0,0.0,0.0
730,validation,validation_ADE_val_00001490_t0_crop2,validation_ADE_val_00001490,validation_ADE_val_00001490_t0,2,82,154,164,308,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,730.png,730.png,730.png,1.0,0.0,0.0
731,validation,validation_ADE_val_00001490_t0_crop3,validation_ADE_val_00001490,validation_ADE_val_00001490_t0,2,256,104,512,208,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,731.png,731.png,731.png,1.0,0.0,0.0
732,validation,validation_ADE_val_00001490_t1_crop0,validation_ADE_val_00001490,validation_ADE_val_00001490_t1,2,200,121,400,242,rough weathered stone with visible cracks,smooth dark water surface with gentle ripples,732.png,732.png,732.png,1.0,0.0,0.0
733,validation,validation_ADE_val_00001543_t0_crop0,validation_ADE_val_00001543,validation_ADE_val_00001543_t0,2,124,76,248,152,rough weathered stone with visible cracks,dry sparse grass with scattered shadows,733.png,733.png,733.png,1.0,0.0,0.0
734,validation,validation_ADE_val_00001552_t1_crop0,validation_ADE_val_00001552,validation_ADE_val_00001552_t1,2,183,101,366,202,calm blue water reflecting sky and peaks,dark shadowed forested mountain slope,734.png,734.png,734.png,1.0,0.0,0.0
735,validation,validation_ADE_val_00001552_t1_crop1,validation_ADE_val_00001552,validation_ADE_val_00001552_t1,2,144,96,288,192,calm blue water reflecting sky and peaks,dark shadowed forested mountain slope,735.png,735.png,735.png,1.0,0.0,0.0
736,validation,validation_ADE_val_00001553_t1_crop0,validation_ADE_val_00001553,validation_ADE_val_00001553_t1,2,64,104,128,208,dense green grass with scattered shadows,sparse brownish vegetation with thin stalks,736.png,736.png,736.png,1.0,0.0,0.0
737,validation,validation_ADE_val_00001553_t1_crop1,validation_ADE_val_00001553,validation_ADE_val_00001553_t1,2,185,204,370,408,dense green grass with scattered shadows,sparse brownish vegetation with thin stalks,737.png,737.png,737.png,1.0,0.0,0.0
738,validation,validation_ADE_val_00001613_t0_crop0,validation_ADE_val_00001613,validation_ADE_val_00001613_t0,1,728,262,728,262,calm dark water reflecting sky and reeds,dense green lily pads with white flowers,738.png,738.png,738.png,0.9840617397869307,0.0009804127170539385,0.014957847496015435
739,validation,validation_ADE_val_00001613_t1_crop0,validation_ADE_val_00001613,validation_ADE_val_00001613_t1,2,145,64,290,128,dense green lily pads with white flowers,tall dry golden reeds with thin stalks,739.png,739.png,739.png,1.0,0.0,0.0
740,validation,validation_ADE_val_00001616_t1_crop0,validation_ADE_val_00001616,validation_ADE_val_00001616_t1,2,182,120,364,240,calm reflective water surface with golden glow,dark wet sand with subtle texture,740.png,740.png,740.png,1.0,0.0,0.0
741,validation,validation_ADE_val_00001686_t2_crop0,validation_ADE_val_00001686,validation_ADE_val_00001686_t2,1,417,227,417,227,wet muddy bank with sparse reeds,damp green grass with dry patches,741.png,741.png,741.png,0.9699553132824137,0.0,0.030044686717586283
742,validation,validation_ADE_val_00001899_t3_crop0,validation_ADE_val_00001899,validation_ADE_val_00001899_t3,2,138,68,276,136,dense green grass with scattered shadows,light brown earth with sparse vegetation,742.png,742.png,742.png,1.0,0.0,0.0
743,validation,validation_ADE_val_00001917_t1_crop0,validation_ADE_val_00001917,validation_ADE_val_00001917_t1,2,167,64,334,128,wet mossy rock with greenish sheen,damp mossy ground with scattered shadows,743.png,743.png,743.png,1.0,0.0,0.0
744,validation,validation_ADE_val_00001917_t1_crop1,validation_ADE_val_00001917,validation_ADE_val_00001917_t1,2,151,104,302,208,wet mossy rock with greenish sheen,damp mossy ground with scattered shadows,744.png,744.png,744.png,1.0,0.0,0.0
745,validation,validation_ADE_val_00001952_t1_crop0,validation_ADE_val_00001952,validation_ADE_val_00001952_t1,2,256,184,512,368,dense green grass with scattered shadows,dark green tree canopy with dense foliage,745.png,745.png,745.png,1.0,0.0,0.0
746,validation,validation_ADE_val_00001953_t0_crop0,validation_ADE_val_00001953,validation_ADE_val_00001953_t0,2,135,64,270,128,dense green grass with scattered shadows,yellow flowering field with small blooms,746.png,746.png,746.png,1.0,0.0,0.0
747,validation,validation_ADE_val_00001953_t0_crop1,validation_ADE_val_00001953,validation_ADE_val_00001953_t0,2,188,169,376,338,dense green grass with scattered shadows,yellow flowering field with small blooms,747.png,747.png,747.png,1.0,0.0,0.0
748,validation,validation_ADE_val_00001986_t2_crop0,validation_ADE_val_00001986,validation_ADE_val_00001986_t2,1,427,259,427,259,dense green grass with scattered shadows,darker gray paved path with stone texture,748.png,748.png,748.png,0.969817257873464,0.0003255178899207002,0.029857224236615337
